Ojibwe	English	Speaker	Link
Agwajiing odanamaan obakwezhiganikaanan gaa-gii-tazhi-giizhizwaad imaa agwajiing.	She's eating the bannock outside, the one she made there outside.	nj	https://ojibwe.lib.umn.edu/main-entry/danam-vta
Zhooniyaan ningii-pi-izhinizha'amaag ningozis.	My son sent me some money.	nj	https://ojibwe.lib.umn.edu/main-entry/zhooniyaa-na
Babaa-andawaabi waa'-inadaawed.	She's looking around to buy stuff.	nj	https://ojibwe.lib.umn.edu/main-entry/andawaabi-vai
Ingoji igo ingii-atoon. Dibi go baakaj.	I put it somewhere, but I don't know where.	es	https://ojibwe.lib.umn.edu/main-entry/ingoji-adv-deg
Indaana-gii-inaa ji-minomaagotood iwe onibewigamig -- mii onjida gaa-izhi-boogidid.	I told him to make his bedroom smell good -- and he intentionally farted.	es	https://ojibwe.lib.umn.edu/main-entry/minomaagotoon-vti2
Gii-pakwazikaa i'iwe agwaakwa'igan aana-gii-agokiwasigaadeg.	The sign that was glued on there came off.	es	https://ojibwe.lib.umn.edu/main-entry/bakwazikaa-vii
Ondamizi awe endwewemad. Megwaa-ozhitamaage iwidi bakejiigaan.	The person your asking for is pretty busy right now building an addition to a house.	es	https://ojibwe.lib.umn.edu/main-entry/ozhitamaage-vai
Onjibizo a'aw diba'igiiziswaan imaa desaabaaning.	The clock fell off the shelf.	rg	https://ojibwe.lib.umn.edu/main-entry/desaabaan-ni
Gego imaa izhaaken. Zhiishiigwaakaa imaa.	Don't go there. There's rattlesnakes there.	es	https://ojibwe.lib.umn.edu/main-entry/gego-adv-neg
Ingii-waabamaag ojiindiwaad awe gizhenaabens miinawaa mindimooyenh.	I saw that old gentleman and an old lady kissing.	es	https://ojibwe.lib.umn.edu/main-entry/ojiindiwag-vai
Mii go apane bi-anzhikewizid a'awe bizhigwaabe.	That bachelor has always been alone.	es	https://ojibwe.lib.umn.edu/main-entry/bizhigwaabe-na
Wiinaajimo gaa-toodawind ikwezens. Gii-kwaashkwanodawaa.	The girl told a story of what happened to her.  She was raped.	nj	https://ojibwe.lib.umn.edu/main-entry/wiinaajimo-vai
Gikinawaaj inaago'o ogimaakaan. Miigwani-wiiwakwaan obiizikaan.	A chief dresses in a certain way. He wears a war bonnet.	nj	https://ojibwe.lib.umn.edu/main-entry/miigwani-wiiwakwaan-ni
Gaagiidaawigane awe gaa-izhiiwiid mitigoon gii-tazhiikawaad bijiinaago.	He's got a sore back because he was lifting logs yesterday.	es	https://ojibwe.lib.umn.edu/main-entry/gaagiidaawigane-vai
Gii'-wiisagaakizo gii-jaagizod aakwaagamide-bimide.	He really got hurt when he got burned by hot grease.	nj	https://ojibwe.lib.umn.edu/main-entry/wiisagaakizo-vai
Wiisagaagamin gigaapiikaan; onzaam niibiwa gigii-tagonaan.	Your coffee tastes bitter because you put too much in.	nj	https://ojibwe.lib.umn.edu/main-entry/wiisagaagamin-vii
Bagakitaagozi awe gaa-inaajimod.	The story teller is so clear. = S/he tells h/ story so clearly.	nj	https://ojibwe.lib.umn.edu/main-entry/bagakitaagozi-vai
Gii-onzaamibizowag imaa washkamonig igiw gaa-anibesewaad.	They went too fast around that turn -- that's why they tipped.	es	https://ojibwe.lib.umn.edu/main-entry/onzaamibizo-vai
Gii-onzaamibizo gaa-onji-biigwaasidood 'i badagwana'igan	He drove too fast and ripped the tarpaulin.	es	https://ojibwe.lib.umn.edu/main-entry/onzaamibizo-vai
Naawininj gidaa-atamawaa asemaan biindaakoonad.	Put the tobacco right in the middle of her palm when you honor her.	nj	https://ojibwe.lib.umn.edu/main-entry/naawininj-adv-loc
Gaa-goshkosed igo naa awe gechi-onzaamigaamod.	That fat guy is shaking like jello.	es	https://ojibwe.lib.umn.edu/main-entry/onzaamigaamo-vai
Odaapinan gaa-ozaawibagak aniibiish.	Pick up a brown leaf.	nj	https://ojibwe.lib.umn.edu/main-entry/ozaawibagad-vii
Gego memwech ganoonaaken gimaamaa. Goshko-mawadishi.	You don't have to call your mum. Give her a surprise visit.	nj	https://ojibwe.lib.umn.edu/main-entry/gego-memwech-adv-pred
Wiinitam iidog wii-kaagiigido.	He wants to speak first.	es	https://ojibwe.lib.umn.edu/main-entry/wiinitam-pron-per
Wiinitam da-wiisini gookomisinaan.	Let grandma eat first.	nj	https://ojibwe.lib.umn.edu/main-entry/wiinitam-pron-per
Wiinitam wii-pimibatoo.	It's his turn to run.	es	https://ojibwe.lib.umn.edu/main-entry/wiinitam-pron-per
Wiinitam gii'-maajitaa.	He started doing it first!	nj	https://ojibwe.lib.umn.edu/main-entry/wiinitam-pron-per
Dakwaakozi 'aw mishiiminaatig bedakizod.	The apple tree standing there is short.	es	https://ojibwe.lib.umn.edu/main-entry/dakwaakozi-vai
Onzaam dakwaakozi 'aw biindasaagan... ji-aabaji'agiban.	That net board is too short for me to use.	es	https://ojibwe.lib.umn.edu/main-entry/dakwaakozi-vai
Aandi enaashid.	Where's it flying?	nj	https://ojibwe.lib.umn.edu/main-entry/inaashi-vai
Eyedawaya'ii agwapidewan.	They're tied on on both sides	es	https://ojibwe.lib.umn.edu/main-entry/agwapide-vii
Ninandawendam ji-bimosemagak anishinaabemowin.	I hope the Native language will carry on.	nj	https://ojibwe.lib.umn.edu/main-entry/andawendam-vai2
Andawendam ji-miinind zhooniyaan waa'-awi'aazod imaa zhooniyaawigamigong.	He's wishing his loan would go through at the bank.	nj	https://ojibwe.lib.umn.edu/main-entry/andawendam-vai2
Aaniin enaandeg.	What color it it?	nj	https://ojibwe.lib.umn.edu/main-entry/inaande-vii
Ingii-waabamaa baa-aabitoojiinaad.	I saw him with his arm around her waist.	lsa	https://ojibwe.lib.umn.edu/main-entry/aabitoojiin-vta
Onzaam waasa gidoonjii ji-gii-ni-wiijiiwinaambaan.	You live too far away for me to go with you. [song]	es	https://ojibwe.lib.umn.edu/main-entry/onzaam-waasa-adv-loc
Onzaam waasa gii-shiibii gaa-onji-ajijised.	He stretched out too far -- that's why he took a nose dive.	es	https://ojibwe.lib.umn.edu/main-entry/onzaam-waasa-adv-loc
Aaniin ezhimaateg.	How is its aroma?	nj	https://ojibwe.lib.umn.edu/main-entry/izhimaate-vii
Mii iwidi ezhimaateg okwabiwaad igiw waasiniwaad.	The smell is going towards that group of people eating,	es	https://ojibwe.lib.umn.edu/main-entry/izhimaate-vii
Ningii-pookoshkaa'ig oshki-odaabaan gii-adaaweyaan.	Buying a new vehicle made me broke.	nj	https://ojibwe.lib.umn.edu/main-entry/bookoshkaa-vta
Ningii-pawaadamaagoo gikinawaaj ji-izhinaagozid opwaagan.	Someone dreamed of me owning a pipe of this description.	nj	https://ojibwe.lib.umn.edu/main-entry/gikinawaaj-adv-man
Wiinawaa ogii'-ozhitoonaawaa waakaa'igan.	They built their own house.	nj	https://ojibwe.lib.umn.edu/main-entry/wiinawaa-pron-per
Aandi ena'oyeg.	Where are you paddling to?	es	https://ojibwe.lib.umn.edu/main-entry/ina-o-vai
Gabe-gigizheb ninga-ab waabang.	Ill be home all morning tomorrow.	nj	https://ojibwe.lib.umn.edu/main-entry/waaban-vii
Giziibwewe dakaasijigan.	A fan is squeaking.	es	https://ojibwe.lib.umn.edu/main-entry/giziibwewe-vii
Ningii-pi-boozi'aa nindoodaabaaning.	I gave her a ride here in my car.	nj	https://ojibwe.lib.umn.edu/main-entry/odaabaan-na
Ogii'-minjimendaan mewinzha gii-wiiji-gikinoo'amawagiban.	She remembered that I went to school with her long ago.	nj	https://ojibwe.lib.umn.edu/main-entry/minjimendan-vti
Wiindemagad sa go aanawi iwidi gaa-izhaaying. Gaawiin-sh niminjimendanziin.	That place where we went has a name, but I don't remember what it is.	es	https://ojibwe.lib.umn.edu/main-entry/minjimendan-vti
Ingii-ojiigaabaawadoon iwe imbabagiwayaan.	I shrank my shirt with hot water.	es	https://ojibwe.lib.umn.edu/main-entry/ojiigaabaawadoon-vti2
Ganabaj inga-gichi-bapasidiyeshkawaa.	I think I'll really kick his ass.	es	https://ojibwe.lib.umn.edu/main-entry/bapasidiyeshkaw-vta
Gegiin ina.	You too?	nj	https://ojibwe.lib.umn.edu/main-entry/gegiin-pron-per
Aandi wenjibideg.	Where's it coming from?	es	https://ojibwe.lib.umn.edu/main-entry/onjibide-vii
Ogii-piigwandaan 'aw animoshish i'iw okonaas gaa-agoodemagak iwidi.	That old dog chewed up the blanket that was hanging out there.	es	https://ojibwe.lib.umn.edu/main-entry/biigwandan-vti
Weweni izhitoon.	Take your time in making it.	es	https://ojibwe.lib.umn.edu/main-entry/izhitoon-vti2
Debinak ogii-izhitoon 'iw a... adoopowin gaa-ozhitood.	He made that table he was making any old way.	es	https://ojibwe.lib.umn.edu/main-entry/izhitoon-vti2
Daabishkooj igo gaa-gii'-izhitooyan iwedi bezhig.	Make it the same way you made the other one.	nj	https://ojibwe.lib.umn.edu/main-entry/izhitoon-vti2
Ogii-iskandaan 'iw mashkiigobagwaaboo imaa biskitenaagaansing.	He drained the swamp tea in the birch bark cup.	es	https://ojibwe.lib.umn.edu/main-entry/iskandan-vti
Giishpin odaapinigaadeg, ani-maajiidoon.	If it is picked up, take it away.	es	https://ojibwe.lib.umn.edu/main-entry/odaapinigaade-vii
Mii go gaawiin gikendaagosinoon ji-odaapinigaademagakiban iwe waa-piindigadooyin wii-aanjibii'igaadeg 'iw odaakewin.	I don't know if they will accept that resolution you are going to introduce to change the consitution.	es	https://ojibwe.lib.umn.edu/main-entry/odaapinigaade-vii
Zhawendaagwad ekidod.	It's so caring the way she says it.	nj	https://ojibwe.lib.umn.edu/main-entry/zhawendaagwad-vii
Gego imaa izhaaken. Nookakamigaa imaa.	Don't go there. The ground is soft.	es	https://ojibwe.lib.umn.edu/main-entry/nookakamigaa-vii
Ojaanimikamigad iwidi endazhi-waabanda'iding.	The fair is going full blast.	es	https://ojibwe.lib.umn.edu/main-entry/waabanda-idiwag-vai
Bezhigwaabik geyaabi awashime nindachige.	I'm raising (my bet) to a dollar more.	nj	https://ojibwe.lib.umn.edu/main-entry/achige-vai
Gaawiin onjida ningii-toodawaasiin.	I didn't do it to him on purpose.	rg	https://ojibwe.lib.umn.edu/main-entry/doodaw-vta
Doodooshaabo na giwii-tagonaan.	Will you add milk?	nj	https://ojibwe.lib.umn.edu/main-entry/doodooshaabo-ni
Miskwaabiigizi awe zenibaanh.	That ribbon is red.	es	https://ojibwe.lib.umn.edu/main-entry/miskwaabiigizi-vai
Gegaa gii'-aapijishin. Ogidabak gii'-ondagoojin.	Her nearly killed himself. He fell off the roof.	nj	https://ojibwe.lib.umn.edu/main-entry/aapijishin-vai
Binaagonesewag mitigoog.	The snow is falling down off the trees.	nj	https://ojibwe.lib.umn.edu/main-entry/binaagonese-vai
Weweni ogii-tazhwegisidoonan iniwen waa-miigiwed o-wii-pagijiged.	He spread out the goods that he's going to give as his offering the best way he could.	es	https://ojibwe.lib.umn.edu/main-entry/dazhwegisidoon-vti2
Gijigijigaaneshiinyens imaa gii-poonii.	The chickadee landed there.	es	https://ojibwe.lib.umn.edu/main-entry/boonii-vai
Aaniin apii ekwaateg.	How far does it shine?	nj	https://ojibwe.lib.umn.edu/main-entry/akwaate-vii
Agaaming akwaate niwaazakonenjiganens.	My flashlight can shine all the way across the lake.	nj	https://ojibwe.lib.umn.edu/main-entry/akwaate-vii
Gii-paashkaawe'owag igi baaka'aakwenyensag.	Those chicks hatched.	es	https://ojibwe.lib.umn.edu/main-entry/baashkaawe-o-vai
Aaniish enigokwaabikak.	How big is it?	es	https://ojibwe.lib.umn.edu/main-entry/inigokwaabikad-vii
Aaniin enigokwaabikak 'i waagaakwad.	How big is that ax?	nj	https://ojibwe.lib.umn.edu/main-entry/inigokwaabikad-vii
Aaniin enigokwaabikak ginaabikwaanens gaa-bimibizwaageyan.	What horsepower motor are you driving now?	nj	https://ojibwe.lib.umn.edu/main-entry/inigokwaabikad-vii
Amo daga igi oginiig.	Please eat the tomatoes.	rg	https://ojibwe.lib.umn.edu/main-entry/ogin-na
Aaswaakoshim giniijaanis ji-ganawaabamik ezhichigeyan.	Lean your baby's cradle board up against the wall so s/he can see what you're doing.	nj	https://ojibwe.lib.umn.edu/main-entry/aaswaakoshim-vta
Aapiji ingii-mashkawinig. Ganabaj gii-gotaaji.	He hung on to me tight. I think he was scared.	es	https://ojibwe.lib.umn.edu/main-entry/gotaaji-vai
Gidaa-giizhoowaabikzwaa gidoodaabaan. Wiiba zhigwa wii'-ishkwaakamigad.	You should go warm up your car. The event is just about over.	nj	https://ojibwe.lib.umn.edu/main-entry/ishkwaakamigad-vii
Awasaakwaa iwidi ingii-o-gabeshimin.	We went over to camp on the other side of the forest.	es	https://ojibwe.lib.umn.edu/main-entry/awasaakwaa-adv-loc
Awenen wa'aw?	Who's this?	es	https://ojibwe.lib.umn.edu/main-entry/wa-aw-pron-dem
Aaniish epiitaabikak.	How high is it (something mineral)?	es	https://ojibwe.lib.umn.edu/main-entry/apiitaabikad-vii
Mii 'i niizhogon giikanaabasog name. Niwii-chiibaakwaanaa zhigo.	I've smoked the sturgeon for two days. Now I'm going to cook it.	gj	https://ojibwe.lib.umn.edu/main-entry/niizhogon-adv-num
Aaniin enenimaad.	What does s/he think about h/?	nj	https://ojibwe.lib.umn.edu/main-entry/inenim-vta
Ogii-ozisidoon i'iw adoopowin a' ikwezens.	The girl set the table.	es	https://ojibwe.lib.umn.edu/main-entry/ozisidoon-vti2
Gii-miigiwe oniijaanisan ji-wiinzonid.	She offered her child for a naming ceremony.	es	https://ojibwe.lib.umn.edu/main-entry/wiinzo-vai
Niimagoode okikiwe'on.	The flag is hanging out.	es	https://ojibwe.lib.umn.edu/main-entry/niimagoode-vii
Gimaanab ina.	Are you uncomfortable (sitting)?	lw	https://ojibwe.lib.umn.edu/main-entry/maanabi-vai
Maanabi awe eshpabid	The chairman isn't managing well.	es	https://ojibwe.lib.umn.edu/main-entry/maanabi-vai
Gichi-gezika gii-saagewebizo.	He came driving around the corner real sudden-like.	es	https://ojibwe.lib.umn.edu/main-entry/zaagewebizo-vai
Na'owe gaa-ateg.	Here it is!	nj	https://ojibwe.lib.umn.edu/main-entry/ate-vii
Ningii-paapi'idiz gii-waabandamaan bebakaanazhiganeyaan.	I laughed at myself when I noticed that my socks didn't match.	nj	https://ojibwe.lib.umn.edu/main-entry/bebakaanazhigane-vai
Weweni aabajitoon iwe mookomaan. Giinaabikad.	Be careful using that knife. It's sharp.	es	https://ojibwe.lib.umn.edu/main-entry/mookomaan-ni
Ningii-atoonan iniw mookomaanan imaa adoopowinaakong.	I put the knives on the table.	es	https://ojibwe.lib.umn.edu/main-entry/mookomaan-ni
Ingii-peshaabikinaan mookomaanish.	I got cut on an old knife.	gj	https://ojibwe.lib.umn.edu/main-entry/mookomaan-ni
Ganabaj wii-mino-giizhigad noongom.	I think it's going to be a nice day today.	rg	https://ojibwe.lib.umn.edu/main-entry/mino-giizhigad-vii
Gichi-mino-giizhigad. Gaawiin ganage gegoo aanakwad agoodesinoon. Omaa go apii gii-onji-baashkweweg bemiseg.	It's a beautiful day. There isn't a cloud in the sky. Then all of a sudden we heard that sonic boom from the airplane.	es	https://ojibwe.lib.umn.edu/main-entry/mino-giizhigad-vii
Bebangiishenh ingii-miin.. ingii-maamiinigoomin igiw miskwaabikoonsag gii-maada'oonigooyaang.	They only gave us a few pennies each when they distributed them to us.	es	https://ojibwe.lib.umn.edu/main-entry/miskwaabikoons-na
Niwazitaawi'igomin i'iwe odaabaan medwebideg aana-anokiiyaang.	That car that is idling is bothering us as we try to work.	es	https://ojibwe.lib.umn.edu/main-entry/madwebide-vii
Obishagikonaan iniwen mishiiminan.	He's paring an apple.	es	https://ojibwe.lib.umn.edu/main-entry/bishagikozh-vta
Mii go iwidi agamiing wenda'ibiid 'a mindimooyenh.	That old lady draws her water from the lake.	es	https://ojibwe.lib.umn.edu/main-entry/agamiing-adv-loc
Agamiing madwe-gabaawag nindinawemaaganag.	My relatives are heard getting off their canoe down the lake.	nj	https://ojibwe.lib.umn.edu/main-entry/agamiing-adv-loc
Weweni go nibagidinige.	I gradually let it go.	es	https://ojibwe.lib.umn.edu/main-entry/bagidinige-vai
Gaawiin onjida gigii-toodoosinoon.	I didn't mean to do that to you.	rg	https://ojibwe.lib.umn.edu/main-entry/onjida-adv-man
Gomaa go minik bashagikozh igiw opiniig. Niwii-kiizizwaag.	Peel this much of the potatoes. I want to cook them.	rg	https://ojibwe.lib.umn.edu/main-entry/giiziz-vta
Ogii-wiinaan iniw mitigoon.	He named that tree.	es	https://ojibwe.lib.umn.edu/main-entry/wiinzh-vta
Onaagoshig gakina ninga-aaboojiiginaag weweni ji-bengwadowezowaad.	In the evening I'll turn all of them (hides) fur side out so they will dry properly.	nj	https://ojibwe.lib.umn.edu/main-entry/bengwadowezo-vai
Onzaam apane gashkendam gaa-onji-mizhizid.	He got lonesome all the the time; that's why he got sick.	es	https://ojibwe.lib.umn.edu/main-entry/gashkendam-vai2
Naabowen ekidoyaan.	Repeat what I say.	nj	https://ojibwe.lib.umn.edu/main-entry/naabowe-vai
Anaamidaabaanaak ashi gidaagimag.	Put your snowshoes under the sled.	nj	https://ojibwe.lib.umn.edu/main-entry/anaamidaabaanaak-adv-loc
Giishpin maajiibideg, Bemijigamaag inga-izhaamin.	If it starts, we'll go to Bemidji. [of the car]	es	https://ojibwe.lib.umn.edu/main-entry/maajiibide-vii
Aaniish wiin minik epiitangindang.	How much is he asking for it?	es	https://ojibwe.lib.umn.edu/main-entry/minik-adv-qnt
Akawe niwiindamawaa minik waa-tiba'amawind.	I told him about his pay ahead of time	nj	https://ojibwe.lib.umn.edu/main-entry/minik-adv-qnt
Gego ishke naa miikinji'aaken awe gimindimooyenyim.	Don't tease your old lady.	es	https://ojibwe.lib.umn.edu/main-entry/miikinji-vta
Daga sa naa. Gego gii-miikinji'iyan.	Oh, come on. Don't flirt with me.	nj	https://ojibwe.lib.umn.edu/main-entry/miikinji-vta
Gegesa nimigoshkaadenimaa, apane gaa-miikinji'id. Bi-mamadweyaakwa'ige, mii dash ezhi-gaazod.	I'm so annoyed with that person that teases me all the time. He always knocks on my door and then hides.	nj	https://ojibwe.lib.umn.edu/main-entry/miikinji-vta
Eniwek igo obooni'aan iniwe apane gaa-miikinji'aad.	He's starting to lay off bothering her all the time.	nj	https://ojibwe.lib.umn.edu/main-entry/miikinji-vta
Wiinge naa onzaamaagonagaa noongom gaa-biboong.	Boy! There's a lot of snow this year.	nj	https://ojibwe.lib.umn.edu/main-entry/onzaamaagonagaa-vii
Ningaabi'anong inagakeyaa onjibiisaa.	The rain is coming from a westerly direction.	es	https://ojibwe.lib.umn.edu/main-entry/onjibiisaa-vii
Ningaabii'anong nindinaasamab.	I sit facing west.	nj	https://ojibwe.lib.umn.edu/main-entry/inaasamabi-vai
Eyiidawagaam daawag amikwag.	Beavers live on both sides of the bay (or lake).	nj	https://ojibwe.lib.umn.edu/main-entry/eyiidawagaam-adv-loc
Aabiskobizh aagimag wii'-aandashkimaanadwaa.	Unravel your snowshoes so you can put new lacing on them.	nj	https://ojibwe.lib.umn.edu/main-entry/aabiskobizh-vta
Igiweg ikwewag gegoo wiindamaadiwag.	Those women are telling each other something.	rg	https://ojibwe.lib.umn.edu/main-entry/wiindamaadiwag-vai
Ogii-kiiwewidoon 'iw nibaagan gaa-miinind.	He took home the bed they gave him.	es	https://ojibwe.lib.umn.edu/main-entry/giiwewidoon-vti2
Gikinoo'amaage wiigwaasi-jiimaanikewin a'aw akiwenzii	That old man is teaching people birch bark canoe making.	es	https://ojibwe.lib.umn.edu/main-entry/gikinoo-amaage-vai
Aandi ena'ajiged.	Where's she following the trail to?	nj	https://ojibwe.lib.umn.edu/main-entry/ina-ajige-vai
Ogii-pagwa'aan 'iw obabagiwayaan gaa-naanigishkaanig.	He mended his torn shirt.	es	https://ojibwe.lib.umn.edu/main-entry/bagwa-an-vti
Oshki-baashkizigan iwe dekonaman, mii na go ji-nagadinaman.	The new gun you're holding, would you be able to handle it?	es	https://ojibwe.lib.umn.edu/main-entry/baashkizigan-ni
Onashkinatoon gibaashkizigan.	Load your gun.	nj	https://ojibwe.lib.umn.edu/main-entry/baashkizigan-ni
Omawinzwaanaan miskominan.	He's picking raspberries.	es	https://ojibwe.lib.umn.edu/main-entry/miskomin-na
Indaashaan 'omaa.	Come here!	nj	https://ojibwe.lib.umn.edu/main-entry/indaashaan-pc-disc
Aapiji gabeya'ii googii zhingibis.	A helldiver can dive for a long time.	nj	https://ojibwe.lib.umn.edu/main-entry/zhingibis-na
Oodenaang gii-izhaayaang ningii-wiishkobanjigemin.	We went to town and ate something sweet.	rg	https://ojibwe.lib.umn.edu/main-entry/wiishkobanjige-vai
Gii-na'ii gii-paaga'adowed nimishoome.	My uncle was quick and agile when he played lacrosse.	es	https://ojibwe.lib.umn.edu/main-entry/na-ii-vai
