ojibwe	english	speaker	fst_readings
Ogidigamig namadabi 'aw epakwed.	The roofer is sitting on top of the house.	es	"[{'word_form': 'ogidigamig', 'fst_analyses': ['ogidigamig+ADVLoc']}, {'word_form': 'namadabi', 'fst_analyses': ['namadabi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""'aw"", 'fst_analyses': [""'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'epakwed', 'fst_analyses': ['ChCnj+apakwen+VAIO+Cnj+Pos+Neu+3SgProxSubj', 'ChCnj+apakwen+VAIO+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'ChCnj+apakwen+VAIO+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'ChCnj+apakwen+VAIO+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'ChCnj+apakwen+VAIO+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'ChCnj+apakwe+VAI+Cnj+Pos+Neu+3SgProxSubj', 'apakwe+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]"
Nimamigobidoonan miinan gaa-mashkawaakwadingin bangii wii-siiginamaan nindoonaaganing.	I rub the frozen blueberries (in the bag) to pour a few onto my plate.	nj	[{'word_form': 'nimamigobidoonan', 'fst_analyses': ['mamigobidoon+VTI+Ind+Pos+Neu+1SgSubj+0PlObj']}, {'word_form': 'miinan', 'fst_analyses': ['miinan+NI+Pl', 'miin+NI+Pl']}, {'word_form': 'gaa-mashkawaakwadingin', 'fst_analyses': ['ChCnj+PVTense/gii+mashkawaakwadin+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+mashkawaakwadin+VII+Pcp+Pos+Neu+0PlSubj+0PlHead', 'PVSub/gaa+mashkawaakwadin+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'bangii', 'fst_analyses': ['bangii+ADVQnt']}, {'word_form': 'wii-siiginamaan', 'fst_analyses': ['PVTense/wii+ziiginan+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj', 'PVTense/wii+ziiginan+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj']}, {'word_form': 'nindoonaaganing', 'fst_analyses': ['onaagan+NI+Loc+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]
Onzaam da-aako-zhiiwizi niibiwa atooyan ziinzibaakwad.	It will be extremely sweet if you put a lot of sugar on it.	nj	[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'da-aako-zhiiwizi', 'fst_analyses': ['PVTense/ga+PVLex/aako+zhiiwizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'niibiwa', 'fst_analyses': ['niibiwa+ADVQnt']}, {'word_form': 'atooyan', 'fst_analyses': ['atoon+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj', 'atoon+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj']}, {'word_form': 'ziinzibaakwad', 'fst_analyses': ['ziinzibaakwad+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]
Gakaabikaang gii-onjibizo wenji-ayekozid.	He drove from Minneapolis -- that's why he's tired.	es	[{'word_form': 'gakaabikaang', 'fst_analyses': []}, {'word_form': 'gii-onjibizo', 'fst_analyses': ['PVTense/gii+onjibizo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'wenji-ayekozid', 'fst_analyses': ['ChCnj+PVRel/onji+ayekozi+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVRel/onji+ayekozi+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]
Ningii'-noonde-giishkaajim minik waa'-inaajimoyaambaan gii-bi-biindiged nindoogimaan.	I had to cut my story off when my boss came in.	nj	"[{'word_form': ""ningii'-noonde-giishkaajim"", 'fst_analyses': [""PVTense/gii'+PVLex/noonde+giishkaajimo+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'minik', 'fst_analyses': ['minik+ADVQnt']}, {'word_form': ""waa'-inaajimoyaambaan"", 'fst_analyses': [""ChCnj+PVTense/wii'+inaajimo+VAI+Cnj+Pos+Prt+1SgSubj""]}, {'word_form': 'gii-bi-biindiged', 'fst_analyses': ['PVTense/gii+PVDir/bi+biindige+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'nindoogimaan', 'fst_analyses': ['ogimaa+NA+ObvPl+1SgPoss', 'ogimaa+NA+ObvSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Zhooshkwa'igan aabaji' wii-shooshkwega'aman gigishkiganan.	Use an iron when you want to press clothes.	nj	"[{'word_form': ""zhooshkwa'igan"", 'fst_analyses': [""zhooshkwa'igan+NA+ProxSg""]}, {'word_form': ""aabaji'"", 'fst_analyses': [""aabaji'+VTA+Imp+Sim+2SgSubj+3PlProxObj"", ""aabaji'+VTA+Imp+Sim+2SgSubj+3SgProxObj""]}, {'word_form': ""wii-shooshkwega'aman"", 'fst_analyses': [""PVTense/wii+zhooshkwega'an+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj"", ""PVTense/wii+zhooshkwega'an+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj""]}, {'word_form': 'gigishkiganan', 'fst_analyses': ['gigishkigan+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]"
Ambegish wayiiba wiisiniyang.	I wish we'd eat soon.	lw	[{'word_form': 'ambegish', 'fst_analyses': ['ambegish+ADVPred']}, {'word_form': 'wayiiba', 'fst_analyses': ['wayiiba+ADVTmp']}, {'word_form': 'wiisiniyang', 'fst_analyses': ['wiisini+VAI+Cnj+Pos+Neu+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]
Ambegish ina niin.	Are you wishing for me?	nj	[{'word_form': 'ambegish', 'fst_analyses': ['ambegish+ADVPred']}, {'word_form': 'ina', 'fst_analyses': ['ina+PCDisc']}, {'word_form': 'niin', 'fst_analyses': ['niin+PRONPer+NA+1Sg']}, {'word_form': '.', 'fst_analyses': []}]
Bagosinoon nimbashkweginwekizinan.	My hide moccasins have holes worn in them.	nj	[{'word_form': 'bagosinoon', 'fst_analyses': ['bagosin+VII+Ind+Pos+Neu+0PlSubj']}, {'word_form': 'nimbashkweginwekizinan', 'fst_analyses': ['bashkweginwekizin+NI+Pl+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]
Niwii'-andawaabamaag gaa-gii'-nagajibizowaad.	I'm going to go look for the ones that missed the ride.	nj	"[{'word_form': ""niwii'-andawaabamaag"", 'fst_analyses': [""PVTense/wii'+andawaabam+VTA+Ind+Pos+Neu+1SgSubj+3PlProxObj""]}, {'word_form': ""gaa-gii'-nagajibizowaad"", 'fst_analyses': [""ChCnj+PVTense/gii+PVTense/gii'+nagajibizo+VAI+Cnj+Pos+Neu+3PlProxSubj"", ""PVSub/gaa+PVTense/gii'+nagajibizo+VAI+Cnj+Pos+Neu+3PlProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Noomaya naa gii-gopii o-giiwosed. Baabige naa bagamoondaaso.	It was just a little while ago that he went into the woods to hunt. He already packed his game here.	es	[{'word_form': 'noomaya', 'fst_analyses': ['noomaya+ADVTmp']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'gii-gopii', 'fst_analyses': ['PVTense/gii+gopii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'o-giiwosed', 'fst_analyses': ['PVDir/o+giiwose+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'baabige', 'fst_analyses': ['baabige+ADVTmp']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'bagamoondaaso', 'fst_analyses': ['bagamoondaaso+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Aaniish enaabamad.	What are your dreams like?	es	[{'word_form': 'aaniish', 'fst_analyses': ['aaniish+ADVInter']}, {'word_form': 'enaabamad', 'fst_analyses': ['ChCnj+inaabam+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]
Ogii-ombimaan gii-wiindamowaad iwe waa-inakamigad.., waa-inakamigadinig wii-aabita-niibinokeng.	He got his interest by telling him about what's going to take place on the Fourth of July.	es	[{'word_form': 'ogii-ombimaan', 'fst_analyses': ['PVTense/gii+ombim+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+ombim+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': 'gii-wiindamowaad', 'fst_analyses': ['PVTense/gii+wiindan+VTI+Cnj+Pos+Neu+3PlProxSubj+0SgObj', 'PVTense/gii+wiindan+VTI+Cnj+Pos+Neu+3PlProxSubj+0PlObj', 'PVTense/gii+wiindamaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+wiindamaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'waa-inakamigad', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ',', 'fst_analyses': []}, {'word_form': 'waa-inakamigadinig', 'fst_analyses': ['ChCnj+PVTense/wii+inakamigad+VII+Cnj+Pos+Neu+0SgObvSubj', 'ChCnj+PVTense/wii+inakamigad+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/wii+inakamigad+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead']}, {'word_form': 'wii-aabita-niibinokeng', 'fst_analyses': ['PVTense/wii+aabita-niibinoke+VAI+Cnj+Pos+Neu+XSubj']}, {'word_form': '.', 'fst_analyses': []}]
NIngii-tebaabamaa mooz ani-aazhawaakwa'ang .	I saw a moose going across the forested ridge.	nj	"[{'word_form': 'ningii-tebaabamaa', 'fst_analyses': ['PVTense/gii+debaabam+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'mooz', 'fst_analyses': ['moonz+NA+ProxSg', 'mooz+NA+ProxSg']}, {'word_form': ""ani-aazhawaakwa'ang"", 'fst_analyses': [""PVDir/ani+aazhawaakwa'am+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Waasa ishpiming ingii-tebaabamaag desaashiwaad igiweg binesiwag iwidi giizhigong.	I saw the eagles soaring way up in the sky.	es	[{'word_form': 'waasa', 'fst_analyses': ['waasa+ADVLoc']}, {'word_form': 'ishpiming', 'fst_analyses': ['ishpiming+ADVLoc']}, {'word_form': 'ingii-tebaabamaag', 'fst_analyses': ['PVTense/gii+debaabam+VTA+Ind+Pos+Neu+1SgSubj+3PlProxObj']}, {'word_form': 'desaashiwaad', 'fst_analyses': ['desaashi+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': 'igiweg', 'fst_analyses': ['igiweg+PRONDem+NA+ProxPl']}, {'word_form': 'binesiwag', 'fst_analyses': ['binesi+NA+ProxPl']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'giizhigong', 'fst_analyses': ['giizhig+NA+Loc']}, {'word_form': '.', 'fst_analyses': []}]
Aandi ezhidaabaadang	Where is s/he dragging it?	nj	[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'ezhidaabaadang', 'fst_analyses': ['ChCnj+izhidaabaadan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'ChCnj+izhidaabaadan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']}]
Zhiibaabizon gaa-izhi-zhiibaajiwang.	Drive through the big culvert.	nj	[{'word_form': 'zhiibaabizon', 'fst_analyses': ['zhiibaabizo+VAI+Imp+Sim+2SgSubj']}, {'word_form': 'gaa-izhi-zhiibaajiwang', 'fst_analyses': ['ChCnj+PVTense/gii+PVRel/izhi+zhiibaajiwan+VII+Cnj+Pos+Neu+0PlSubj', 'ChCnj+PVTense/gii+PVRel/izhi+zhiibaajiwan+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+PVRel/izhi+zhiibaajiwan+VII+Pcp+Pos+Neu+0SgSubj+0SgHead', 'PVSub/gaa+PVRel/izhi+zhiibaajiwan+VII+Cnj+Pos+Neu+0PlSubj', 'PVSub/gaa+PVRel/izhi+zhiibaajiwan+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]
Aaniin ezhigaabawid.	How does s/he stand?	nj	[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+ADVInter', 'aaniin+PCInterj']}, {'word_form': 'ezhigaabawid', 'fst_analyses': ['ChCnj+izhigaabawi+VAI+Cnj+Pos+Neu+3SgProxSubj', 'izhigaabawi+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]
Bakeya'ii izhigaabawi gii-ani-gabikawag.	He stepped aside as I passed.	nj	"[{'word_form': ""bakeya'ii"", 'fst_analyses': [""bakeya'ii+ADVLoc""]}, {'word_form': 'izhigaabawi', 'fst_analyses': ['izhigaabawi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gii-ani-gabikawag', 'fst_analyses': ['PVTense/gii+PVDir/ani+gabikaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-ozhimo gii-waambandang bi-gashkiiwaanakwagoodenig aana-gii-niminaawa'od.	He got scared and shied away when he saw those dark clouds rolling in when he wanted to go out on the lake.	es	"[{'word_form': 'gii-ozhimo', 'fst_analyses': ['PVTense/gii+ozhimo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gii-waambandang', 'fst_analyses': []}, {'word_form': 'bi-gashkiiwaanakwagoodenig', 'fst_analyses': ['PVDir/bi+gashkiiwaanakwagoode+VII+Cnj+Pos+Neu+0SgObvSubj', 'PVDir/bi+gashkiiwaanakwagoode+VII+Cnj+Pos+Neu+0PlObvSubj']}, {'word_form': ""aana-gii-niminaawa'od"", 'fst_analyses': [""PVTense/aana+PVTense/gii+niminaawa'o+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Aaniish enendaman gaa-gii-kagwejiminaan.	So what do you think of what I asked you?	nj	[{'word_form': 'aaniish', 'fst_analyses': ['aaniish+ADVInter']}, {'word_form': 'enendaman', 'fst_analyses': ['ChCnj+inendam+VAI+Cnj+Pos+Neu+2SgSubj', 'ChCnj+inendan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj', 'ChCnj+inendan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj']}, {'word_form': 'gaa-gii-kagwejiminaan', 'fst_analyses': ['ChCnj+PVTense/gii+PVTense/gii+gagwejim+VTA+Cnj+Pos+Neu+1SgSubj+2SgObj', 'PVSub/gaa+PVTense/gii+gagwejim+VTA+Cnj+Pos+Neu+1SgSubj+2SgObj']}, {'word_form': '.', 'fst_analyses': []}]
Maagizhaa maawiin.	Maybe so.	nj	[{'word_form': 'maagizhaa', 'fst_analyses': ['maagizhaa+ADVMan']}, {'word_form': 'maawiin', 'fst_analyses': ['maawiin+ADVMan']}, {'word_form': '.', 'fst_analyses': []}]
Mii maawiin i'iw waa'-izhichiged.	I guess that's what he's going to do.	nj	"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'maawiin', 'fst_analyses': ['maawiin+ADVMan']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': ""waa'-izhichiged"", 'fst_analyses': [""ChCnj+PVTense/wii'+izhichige+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVTense/wii'+izhichige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead""]}, {'word_form': '.', 'fst_analyses': []}]"
Maagizhaa maawiin giga-izhaamin waabang.	Maybe we'll go there tomorrow.	nj	[{'word_form': 'maagizhaa', 'fst_analyses': ['maagizhaa+ADVMan']}, {'word_form': 'maawiin', 'fst_analyses': ['maawiin+ADVMan']}, {'word_form': 'giga-izhaamin', 'fst_analyses': ['PVTense/ga+izhaa+VAI+Ind+Pos+Neu+InclSubj']}, {'word_form': 'waabang', 'fst_analyses': ['waaban+VII+Cnj+Pos+Neu+0PlSubj', 'waaban+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]
Aandi wendaanimak. | Oo, waasa maawiin ondaanimad.	Where is the wind coming from? | Oh, it must be coming from a long way away.	nj	[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'wendaanimak', 'fst_analyses': ['ChCnj+ondaanimad+VII+Cnj+Pos+Neu+0PlSubj', 'ChCnj+ondaanimad+VII+Cnj+Pos+Neu+0SgSubj', 'ondaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'oo', 'fst_analyses': ['oo+PCDisc']}, {'word_form': ',', 'fst_analyses': []}, {'word_form': 'waasa', 'fst_analyses': ['waasa+ADVLoc']}, {'word_form': 'maawiin', 'fst_analyses': ['maawiin+ADVMan']}, {'word_form': 'ondaanimad', 'fst_analyses': ['ondaanimad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]
Namanjinikaaning ani-izhi-bake'adoo.	He walk off the trail to the left side.	nj	"[{'word_form': 'namanjinikaaning', 'fst_analyses': ['namanjinikaan+NI+Loc']}, {'word_form': ""ani-izhi-bake'adoo"", 'fst_analyses': [""PVDir/ani+PVRel/izhi+bake'adoo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Daga o-biinaakizan iwe atoobaan.	Go burn that tank clean	es	[{'word_form': 'daga', 'fst_analyses': ['daga+PCDisc']}, {'word_form': 'o-biinaakizan', 'fst_analyses': ['PVDir/o+biinaakizan+VTI+Imp+Sim+2SgSubj+0SgObj', 'PVDir/o+biinaakizan+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'atoobaan', 'fst_analyses': ['atoobaan+NA+ProxSg', 'atoobaan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]
Gaye giinawind gigii-igoomin ji-bagijigeying.	They asked us too to participate in the offering.	es	[{'word_form': 'gaye', 'fst_analyses': ['gaye+ADVConj']}, {'word_form': 'giinawind', 'fst_analyses': ['giinawind+PRONPer+NA+Incl']}, {'word_form': 'gigii-igoomin', 'fst_analyses': ['PVTense/gii+izhi+VTA+Ind+Pos+Neu+XSubj+InclObj']}, {'word_form': 'ji-bagijigeying', 'fst_analyses': ['PVTense/ga+bagijige+VAI+Cnj+Pos+Neu+InclSubj', 'PVTense/daa+bagijige+VAI+Cnj+Pos+Neu+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]
Gaye giinawind giga-izhaamin.	We're going to go too.	es	[{'word_form': 'gaye', 'fst_analyses': ['gaye+ADVConj']}, {'word_form': 'giinawind', 'fst_analyses': ['giinawind+PRONPer+NA+Incl']}, {'word_form': 'giga-izhaamin', 'fst_analyses': ['PVTense/ga+izhaa+VAI+Ind+Pos+Neu+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]
Onzaam agaasaakozi nindoodaabaanaak. Gaawiin gakina nindaa-debibidaabiisiinan	My toboggan is too small. I can't carry everything on it.	nj	[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'agaasaakozi', 'fst_analyses': ['agaasaakozi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'nindoodaabaanaak', 'fst_analyses': ['odaabaanaak+NA+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'gakina', 'fst_analyses': ['gakina+ADVQnt']}, {'word_form': 'nindaa-debibidaabiisiinan', 'fst_analyses': []}]
Nzaasaabiz aana-ganawaabamag 'aw giizis.	I'm dazzled when I try to look at the sun.	es	"[{'word_form': 'nzaasaabiz', 'fst_analyses': ['zaasaabizo+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'aana-ganawaabamag', 'fst_analyses': ['PVTense/aana+ganawaabam+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': ""'aw"", 'fst_analyses': [""'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'giizis', 'fst_analyses': ['giizis+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
"Gagwejindiyok ""Aandi waa'-izhi-ando-bawa'ameg."""	Ask each other where you'd like to go to pick rice.	nj	"[{'word_form': 'gagwejindiyok', 'fst_analyses': ['gagwejindiwag+VAI+Imp+Sim+2PlSubj+2PlObj']}, {'word_form': '""', 'fst_analyses': []}, {'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': ""waa'-izhi-ando-bawa'ameg"", 'fst_analyses': [""ChCnj+PVTense/wii'+PVRel/izhi+PVLex/ando+bawa'am+VAI+Cnj+Pos+Neu+2PlSubj"", ""ChCnj+PVTense/wii'+PVRel/izhi+PVLex/ando+bawa'an+VTI+Cnj+Pos+Neu+2PlSubj+0SgObj"", ""ChCnj+PVTense/wii'+PVRel/izhi+PVLex/ando+bawa'an+VTI+Cnj+Pos+Neu+2PlSubj+0PlObj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': '""', 'fst_analyses': []}]"
Gego wiinishkawishiken.	Don't get me dirty (by contact with me).	nj	[{'word_form': 'gego', 'fst_analyses': ['gego+ADVNeg']}, {'word_form': 'wiinishkawishiken', 'fst_analyses': ['wiinishkaw+VTA+Imp+Prb+2SgSubj+1SgObj']}, {'word_form': '.', 'fst_analyses': []}]
Ingii-anoonigoo ji-ogimaawiyaan imaa igiweg beshkoga'igewaad.	I was hired to manage the brushing crew.	es	"[{'word_form': 'ingii-anoonigoo', 'fst_analyses': ['PVTense/gii+anoozh+VTA+Ind+Pos+Neu+XSubj+1SgObj']}, {'word_form': 'ji-ogimaawiyaan', 'fst_analyses': ['PVTense/ga+ogimaawi+VAI+Cnj+Pos+Neu+1SgSubj', 'PVTense/daa+ogimaawi+VAI+Cnj+Pos+Neu+1SgSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'igiweg', 'fst_analyses': ['igiweg+PRONDem+NA+ProxPl']}, {'word_form': ""beshkoga'igewaad"", 'fst_analyses': [""ChCnj+bashkoga'ige+VAI+Cnj+Pos+Neu+3PlProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Gichi-goshkwaawaadabi naanaagadawendang.	He's sitting still pondering.	es	[{'word_form': 'gichi-goshkwaawaadabi', 'fst_analyses': ['PVLex/gichi+goshkwaawaadabi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'naanaagadawendang', 'fst_analyses': ['naanaagadawendam+VAI+Cnj+Pos+Neu+3SgProxSubj', 'naanaagadawendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'naanaagadawendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']}, {'word_form': '.', 'fst_analyses': []}]
Naanaagazotaw ekidod.	Really listen to and analyze what he's saying.	nj	[{'word_form': 'naanaagazotaw', 'fst_analyses': ['naanaagazotaw+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'naanaagazotaw+VTA+Imp+Sim+2SgSubj+3SgProxObj']}, {'word_form': 'ekidod', 'fst_analyses': ['ChCnj+ikido+VAI+Cnj+Pos+Neu+3SgProxSubj', 'ikido+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]
Aandi waa-tanadaanding maadinawe-giizhigak.	Where is the sale going to be on Saturday?	nj	[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'waa-tanadaanding', 'fst_analyses': ['ChCnj+PVTense/wii+danadaandiwag+VAI+Cnj+Pos+Neu+XSubj+XObj']}, {'word_form': 'maadinawe-giizhigak', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]
Gii'-mookoshin gaa-gii-piningwaamod dibikong.	He cried when he fell out of bed last night.	nj	"[{'word_form': ""gii'-mookoshin"", 'fst_analyses': [""PVTense/gii'+mookoshin+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'gaa-gii-piningwaamod', 'fst_analyses': ['ChCnj+PVTense/gii+PVTense/gii+biningwaamo+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVTense/gii+biningwaamo+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead', 'PVSub/gaa+PVTense/gii+biningwaamo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'dibikong', 'fst_analyses': ['dibikong+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]"
Mii iwidi gii-ni-mookised a'awe gaa-ni-googiid.	The diver popped up down yonder.	es	"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'gii-ni-mookised', 'fst_analyses': []}, {'word_form': ""a'awe"", 'fst_analyses': [""a'awe+PRONDem+NA+ProxSg""]}, {'word_form': 'gaa-ni-googiid', 'fst_analyses': ['ChCnj+PVTense/gii+PVDir/ni+googii+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVDir/ni+googii+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead', 'PVSub/gaa+PVDir/ni+googii+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Ingii-pagite'odimin dibikong wenji-gaagiijininjiiyaan.	The reason why my hand is sore is that we were boxing last night.	es	"[{'word_form': ""ingii-pagite'odimin"", 'fst_analyses': []}, {'word_form': 'dibikong', 'fst_analyses': ['dibikong+ADVTmp']}, {'word_form': 'wenji-gaagiijininjiiyaan', 'fst_analyses': ['ChCnj+PVRel/onji+gaagiijininjii+VAI+Cnj+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-naajinizha'aan iw nibaagan gaa-miinind.	He sent for the bed they gave him.	es	"[{'word_form': ""ogii-naajinizha'aan"", 'fst_analyses': [""PVTense/gii+naajinizha'an+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj""]}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'nibaagan', 'fst_analyses': ['nibaagan+NI+Sg']}, {'word_form': 'gaa-miinind', 'fst_analyses': ['ChCnj+PVTense/gii+miizh+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj', 'PVSub/gaa+miizh+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]"
